,age,delay_sum,model
159119,3.0,4.0,737-724
159123,3.0,28.0,737-724
159124,3.0,31.0,737-724
159125,3.0,26.0,737-724
159126,3.0,21.0,737-724
159127,3.0,46.0,737-724
159128,3.0,237.0,737-724
159133,3.0,15.0,737-724
159134,3.0,3.0,737-724
159136,3.0,36.0,737-724
159139,3.0,19.0,737-724
159140,3.0,138.0,737-724
159143,3.0,7.0,737-724
159144,3.0,7.0,737-724
159145,3.0,112.0,737-724
159146,3.0,106.0,737-724
159147,3.0,37.0,737-724
159152,3.0,24.0,737-724
159155,3.0,248.0,737-724
159156,3.0,5.0,737-724
159157,3.0,40.0,737-724
159160,3.0,7.0,737-724
159161,3.0,40.0,737-724
159164,3.0,102.0,737-724
159167,3.0,31.0,737-724
159168,3.0,1.0,737-724
159171,3.0,58.0,737-724
159172,3.0,260.0,737-724
159184,3.0,5.0,737-724
159185,3.0,84.0,737-724
159186,3.0,14.0,737-724
159187,3.0,39.0,737-724
159193,3.0,12.0,737-724
159198,3.0,48.0,737-724
159199,3.0,13.0,737-724
159201,3.0,3.0,737-724
159207,3.0,14.0,737-724
159212,3.0,118.0,737-724
159214,3.0,3.0,737-724
159215,3.0,7.0,737-724
159219,3.0,42.0,737-724
159225,3.0,10.0,737-724
159234,3.0,6.0,737-724
159235,3.0,28.0,737-724
159236,3.0,44.0,737-724
159237,3.0,12.0,737-724
159238,3.0,11.0,737-724
159239,3.0,15.0,737-724
159243,3.0,31.0,737-724
159244,3.0,5.0,737-724
159245,3.0,10.0,737-724
159251,3.0,2.0,737-724
159252,3.0,126.0,737-724
159256,3.0,387.0,737-724
159259,3.0,22.0,737-724
159260,3.0,21.0,737-724
159263,3.0,11.0,737-724
159266,3.0,22.0,737-724
159267,3.0,85.0,737-724
159270,3.0,61.0,737-724
159274,3.0,11.0,737-724
159275,3.0,314.0,737-724
159281,3.0,12.0,737-724
159284,3.0,13.0,737-724
159285,3.0,135.0,737-724
159290,3.0,12.0,737-724
159292,3.0,30.0,737-724
159305,3.0,91.0,737-724
159309,3.0,406.0,737-724
159311,3.0,8.0,737-724
159315,3.0,21.0,737-724
159320,3.0,1.0,737-724
159323,3.0,22.0,737-724
159335,3.0,21.0,737-724
159337,3.0,43.0,737-724
159338,3.0,46.0,737-724
159341,3.0,3.0,737-724
159343,3.0,40.0,737-724
159344,3.0,78.0,737-724
159345,3.0,81.0,737-724
159346,3.0,32.0,737-724
159350,3.0,12.0,737-724
159351,3.0,79.0,737-724
159354,3.0,20.0,737-724
159356,3.0,19.0,737-724
159357,3.0,57.0,737-724
159358,3.0,1.0,737-724
159362,3.0,1.0,737-724
159364,3.0,21.0,737-724
159375,3.0,7.0,737-724
159385,3.0,1.0,737-724
159388,3.0,36.0,737-724
159389,3.0,20.0,737-724
159397,3.0,1.0,737-724
159398,3.0,7.0,737-724
159408,3.0,1.0,737-724
159410,3.0,106.0,737-724
159416,3.0,19.0,737-724
159418,3.0,27.0,737-724
159419,3.0,9.0,737-724
159422,3.0,556.0,737-724
159423,3.0,4.0,737-724
159425,3.0,15.0,737-724
159426,3.0,374.0,737-724
159428,3.0,15.0,737-724
159430,3.0,15.0,737-724
159431,3.0,11.0,737-724
159436,3.0,35.0,737-724
159438,3.0,13.0,737-724
159440,3.0,93.0,737-724
159444,3.0,9.0,737-724
159445,3.0,532.0,737-724
159447,3.0,10.0,737-724
159450,3.0,11.0,737-724
159451,3.0,5.0,737-724
159458,3.0,3.0,737-724
159460,3.0,77.0,737-724
159461,3.0,49.0,737-724
159462,3.0,4.0,737-724
159463,3.0,18.0,737-724
159464,3.0,3.0,737-724
159465,3.0,25.0,737-724
159466,3.0,13.0,737-724
159468,3.0,6.0,737-724
159471,3.0,32.0,737-724
159482,3.0,223.0,737-724
159484,3.0,7.0,737-724
159490,3.0,17.0,737-724
159491,3.0,20.0,737-724
159495,3.0,1.0,737-724
159496,3.0,338.0,737-724
159498,3.0,8.0,737-724
159500,3.0,3.0,737-724
159501,3.0,34.0,737-724
159503,3.0,16.0,737-724
159506,3.0,3.0,737-724
159513,3.0,57.0,737-724
159517,3.0,20.0,737-724
159526,3.0,2.0,737-724
159527,3.0,26.0,737-724
159533,3.0,78.0,737-724
159542,3.0,37.0,737-724
159547,3.0,41.0,737-724
159549,3.0,48.0,737-724
159551,3.0,73.0,737-724
159557,3.0,43.0,737-724
159559,3.0,20.0,737-724
159561,3.0,4.0,737-724
159567,3.0,51.0,737-724
159568,3.0,53.0,737-724
159569,3.0,8.0,737-724
159570,3.0,45.0,737-724
159572,3.0,7.0,737-724
159574,3.0,64.0,737-724
159575,3.0,25.0,737-724
159580,3.0,110.0,737-724
159586,3.0,9.0,737-724
159590,3.0,53.0,737-724
159591,3.0,306.0,737-724
159595,3.0,3.0,737-724
159598,3.0,8.0,737-724
159599,3.0,3.0,737-724
159603,3.0,172.0,737-724
159605,3.0,15.0,737-724
159606,3.0,23.0,737-724
159615,3.0,51.0,737-724
159618,3.0,8.0,737-724
159619,3.0,12.0,737-724
159628,3.0,29.0,737-724
159629,3.0,199.0,737-724
159630,3.0,7.0,737-724
159631,3.0,29.0,737-724
159632,3.0,81.0,737-724
159633,3.0,11.0,737-724
159634,3.0,7.0,737-724
159637,3.0,408.0,737-724
159638,3.0,4.0,737-724
159641,3.0,53.0,737-724
159642,3.0,301.0,737-724
159645,3.0,33.0,737-724
159646,3.0,4.0,737-724
159650,3.0,5.0,737-724
159652,3.0,10.0,737-724
159657,3.0,12.0,737-724
159659,3.0,127.0,737-724
159660,3.0,24.0,737-724
159662,3.0,17.0,737-724
159664,3.0,3.0,737-724
159665,3.0,35.0,737-724
159667,3.0,14.0,737-724
159670,3.0,8.0,737-724
159671,3.0,64.0,737-724
159687,3.0,91.0,737-724
159690,3.0,40.0,737-724
159692,3.0,35.0,737-724
159693,3.0,10.0,737-724
159694,3.0,31.0,737-724
159701,3.0,62.0,737-724
159704,3.0,6.0,737-724
159706,3.0,120.0,737-724
159708,3.0,2.0,737-724
159711,3.0,1.0,737-724
159713,3.0,172.0,737-724
159722,3.0,157.0,737-724
159727,3.0,19.0,737-724
159732,3.0,5.0,737-724
159737,3.0,14.0,737-724
159738,3.0,26.0,737-724
159744,3.0,3.0,737-724
159747,3.0,21.0,737-724
159752,3.0,5.0,737-724
159758,3.0,71.0,737-724
159764,3.0,4.0,737-724
159768,3.0,2.0,737-724
159769,3.0,6.0,737-724
159772,3.0,2.0,737-724
159777,3.0,4.0,737-724
159780,3.0,22.0,737-724
159782,3.0,6.0,737-724
159785,3.0,7.0,737-724
159803,3.0,15.0,737-724
159811,3.0,9.0,737-724
159815,3.0,15.0,737-724
159826,3.0,30.0,737-724
159831,3.0,20.0,737-724
159835,3.0,17.0,737-724
159838,3.0,12.0,737-724
159842,3.0,27.0,737-724
159843,3.0,10.0,737-724
159844,3.0,111.0,737-724
159846,3.0,9.0,737-724
159849,3.0,4.0,737-724
159853,3.0,4.0,737-724
159861,3.0,2.0,737-724
159864,3.0,2.0,737-724
159866,3.0,3.0,737-724
159870,3.0,11.0,737-724
159871,3.0,9.0,737-724
159877,3.0,12.0,737-724
159879,3.0,14.0,737-724
159882,3.0,9.0,737-724
159883,3.0,1.0,737-724
159890,3.0,34.0,737-724
159900,3.0,20.0,737-724
159901,3.0,23.0,737-724
159904,3.0,3.0,737-724
159905,3.0,22.0,737-724
159907,3.0,8.0,737-724
159909,3.0,166.0,737-724
159910,3.0,4.0,737-724
159913,3.0,21.0,737-724
159916,3.0,2.0,737-724
159921,3.0,3.0,737-724
159932,3.0,8.0,737-724
159938,3.0,75.0,737-724
159939,3.0,166.0,737-724
159941,3.0,33.0,737-724
159944,3.0,8.0,737-724
159948,3.0,33.0,737-724
159950,3.0,183.0,737-724
159951,3.0,40.0,737-724
159952,3.0,33.0,737-724
159955,3.0,1.0,737-724
159956,3.0,13.0,737-724
159957,3.0,31.0,737-724
159958,3.0,4.0,737-724
159959,3.0,75.0,737-724
159966,3.0,28.0,737-724
159970,3.0,10.0,737-724
159973,3.0,24.0,737-724
159975,3.0,12.0,737-724
159978,3.0,20.0,737-724
159980,3.0,23.0,737-724
159983,3.0,123.0,737-724
159985,3.0,1.0,737-724
159987,3.0,69.0,737-724
159989,3.0,19.0,737-724
159991,3.0,4.0,737-724
159998,3.0,3.0,737-724
159999,3.0,10.0,737-724
160001,3.0,14.0,737-724
160007,3.0,4.0,737-724
160008,3.0,2.0,737-724
160011,3.0,2.0,737-724
160012,3.0,9.0,737-724
160013,3.0,7.0,737-724
160015,3.0,19.0,737-724
160016,3.0,46.0,737-724
160017,3.0,9.0,737-724
160023,3.0,20.0,737-724
160024,3.0,158.0,737-724
160025,3.0,111.0,737-724
160027,3.0,6.0,737-724
160036,3.0,17.0,737-724
160039,3.0,33.0,737-724
160040,3.0,24.0,737-724
160042,3.0,12.0,737-724
160044,3.0,33.0,737-724
160046,3.0,51.0,737-724
160054,3.0,34.0,737-724
160055,3.0,43.0,737-724
160056,3.0,49.0,737-724
160057,3.0,77.0,737-724
160060,3.0,11.0,737-724
160064,3.0,226.0,737-724
160074,3.0,247.0,737-724
160079,3.0,22.0,737-724
160081,3.0,50.0,737-724
160082,3.0,198.0,737-724
160083,3.0,4.0,737-724
160086,3.0,1.0,737-724
160090,3.0,352.0,737-724
160092,3.0,24.0,737-724
160095,3.0,15.0,737-724
160097,3.0,18.0,737-724
160098,3.0,9.0,737-724
160100,3.0,4.0,737-724
160102,3.0,19.0,737-724
160103,3.0,12.0,737-724
160104,3.0,14.0,737-724
160105,3.0,25.0,737-724
160108,3.0,59.0,737-724
160110,3.0,1.0,737-724
160112,3.0,16.0,737-724
160113,3.0,6.0,737-724
160114,3.0,23.0,737-724
160118,3.0,16.0,737-724
160120,3.0,4.0,737-724
160122,3.0,1.0,737-724
160123,3.0,5.0,737-724
160124,3.0,33.0,737-724
160129,3.0,87.0,737-724
160132,3.0,12.0,737-724
160133,3.0,1.0,737-724
160139,3.0,20.0,737-724
160142,3.0,3.0,737-724
160147,3.0,67.0,737-724
160149,3.0,109.0,737-724
160156,3.0,3.0,737-724
160158,3.0,23.0,737-724
160160,3.0,61.0,737-724
160166,3.0,2.0,737-724
160167,3.0,405.0,737-724
160168,3.0,4.0,737-724
160171,3.0,99.0,737-724
160173,3.0,14.0,737-724
160176,3.0,45.0,737-724
160185,3.0,1.0,737-724
160186,3.0,10.0,737-724
160187,3.0,2.0,737-724
160190,3.0,63.0,737-724
160191,3.0,8.0,737-724
160195,3.0,19.0,737-724
160198,3.0,9.0,737-724
160199,3.0,169.0,737-724
160200,3.0,6.0,737-724
160203,3.0,25.0,737-724
160210,3.0,22.0,737-724
160212,3.0,5.0,737-724
160222,3.0,17.0,737-724
160223,3.0,50.0,737-724
160224,3.0,23.0,737-724
160225,3.0,13.0,737-724
160226,3.0,18.0,737-724
160227,3.0,1.0,737-724
160228,3.0,3.0,737-724
160229,3.0,77.0,737-724
160231,3.0,135.0,737-724
160234,3.0,6.0,737-724
160235,3.0,3.0,737-724
160238,3.0,2.0,737-724
160242,3.0,6.0,737-724
160250,3.0,149.0,737-724
160253,3.0,10.0,737-724
160256,3.0,5.0,737-724
160258,3.0,5.0,737-724
160259,3.0,3.0,737-724
160262,3.0,180.0,737-724
160263,3.0,59.0,737-724
160264,3.0,220.0,737-724
160265,3.0,52.0,737-724
160272,3.0,3.0,737-724
160273,3.0,155.0,737-724
160274,3.0,18.0,737-724
160275,3.0,8.0,737-724
160277,3.0,8.0,737-724
160282,3.0,409.0,737-724
160283,3.0,3.0,737-724
160284,3.0,609.0,737-724
160285,3.0,19.0,737-724
160289,3.0,34.0,737-724
160292,3.0,9.0,737-724
160293,3.0,4.0,737-724
160294,3.0,48.0,737-724
160301,3.0,22.0,737-724
160306,3.0,19.0,737-724
160307,3.0,35.0,737-724
160309,3.0,142.0,737-724
160311,3.0,70.0,737-724
160312,3.0,276.0,737-724
160313,3.0,52.0,737-724
160320,3.0,18.0,737-724
160329,3.0,4.0,737-724
160331,3.0,173.0,737-724
160335,3.0,15.0,737-724
160336,3.0,3.0,737-724
160341,3.0,3.0,737-724
160342,3.0,243.0,737-724
160343,3.0,36.0,737-724
160344,3.0,356.0,737-724
160346,3.0,37.0,737-724
160348,3.0,3.0,737-724
160349,3.0,6.0,737-724
160350,3.0,68.0,737-724
160354,3.0,25.0,737-724
160355,3.0,66.0,737-724
160365,3.0,52.0,737-724
160370,3.0,24.0,737-724
160371,3.0,7.0,737-724
160374,3.0,9.0,737-724
160377,3.0,1.0,737-724
160389,3.0,1.0,737-724
160396,3.0,2.0,737-724
160402,3.0,1.0,737-724
160403,3.0,59.0,737-724
160405,3.0,29.0,737-724
160408,3.0,8.0,737-724
160410,3.0,115.0,737-724
160412,3.0,65.0,737-724
160413,3.0,162.0,737-724
160418,3.0,1.0,737-724
160419,3.0,23.0,737-724
160420,3.0,45.0,737-724
160422,3.0,6.0,737-724
160424,3.0,37.0,737-724
160427,3.0,288.0,737-724
160428,3.0,1.0,737-724
160432,3.0,2.0,737-724
160434,3.0,30.0,737-724
160436,3.0,388.0,737-724
160440,3.0,8.0,737-724
160446,3.0,2.0,737-724
160447,3.0,5.0,737-724
160449,3.0,3.0,737-724
160451,3.0,16.0,737-724
160453,3.0,44.0,737-724
160467,3.0,127.0,737-724
160468,3.0,11.0,737-724
160472,3.0,17.0,737-724
160473,3.0,37.0,737-724
160475,3.0,31.0,737-724
160477,3.0,21.0,737-724
160481,3.0,7.0,737-724
160484,3.0,5.0,737-724
160485,3.0,23.0,737-724
160487,3.0,2.0,737-724
160489,3.0,5.0,737-724
160492,3.0,4.0,737-724
160498,3.0,148.0,737-724
160500,3.0,8.0,737-724
160501,3.0,5.0,737-724
160505,3.0,64.0,737-724
160506,3.0,65.0,737-724
160507,3.0,1.0,737-724
160511,3.0,4.0,737-724
160512,3.0,30.0,737-724
160513,3.0,9.0,737-724
160517,3.0,20.0,737-724
160518,3.0,133.0,737-724
160519,3.0,116.0,737-724
160522,3.0,9.0,737-724
160524,3.0,7.0,737-724
160537,3.0,17.0,737-724
160540,3.0,15.0,737-724
160542,3.0,98.0,737-724
160549,3.0,158.0,737-724
160550,3.0,14.0,737-724
160558,3.0,108.0,737-724
160561,3.0,116.0,737-724
160563,3.0,7.0,737-724
160566,3.0,47.0,737-724
160574,3.0,28.0,737-724
160580,3.0,35.0,737-724
160584,3.0,523.0,737-724
160585,3.0,105.0,737-724
160587,3.0,6.0,737-724
160594,3.0,6.0,737-724
160597,3.0,8.0,737-724
160602,3.0,11.0,737-724
160608,3.0,1.0,737-724
160614,3.0,9.0,737-724
160621,3.0,20.0,737-724
160622,3.0,123.0,737-724
160630,3.0,6.0,737-724
160632,3.0,20.0,737-724
160637,3.0,2.0,737-724
160643,3.0,59.0,737-724
160649,3.0,3.0,737-724
160650,3.0,5.0,737-724
160658,3.0,10.0,737-724
160660,3.0,58.0,737-724
160662,3.0,32.0,737-724
160664,3.0,3.0,737-724
160668,3.0,16.0,737-724
160672,3.0,12.0,737-724
160680,3.0,468.0,737-724
160687,3.0,12.0,737-724
160690,3.0,26.0,737-724
160697,3.0,6.0,737-724
160700,3.0,30.0,737-724
160710,3.0,16.0,737-724
160722,3.0,26.0,737-724
160726,3.0,14.0,737-724
160728,3.0,19.0,737-724
160730,3.0,55.0,737-724
160731,3.0,9.0,737-724
160738,3.0,102.0,737-724
160741,3.0,14.0,737-724
160744,3.0,3.0,737-724
160748,3.0,9.0,737-724
160749,3.0,105.0,737-724
160751,3.0,109.0,737-724
160752,3.0,7.0,737-724
160753,3.0,2.0,737-724
160756,3.0,107.0,737-724
160761,3.0,10.0,737-724
160763,3.0,17.0,737-724
160766,3.0,8.0,737-724
160768,3.0,8.0,737-724
160769,3.0,340.0,737-724
160775,3.0,61.0,737-724
160779,3.0,1.0,737-724
160783,3.0,8.0,737-724
160785,3.0,20.0,737-724
160786,3.0,8.0,737-724
160788,3.0,34.0,737-724
160795,3.0,70.0,737-724
160796,3.0,84.0,737-724
160797,3.0,55.0,737-724
160800,3.0,11.0,737-724
160801,3.0,9.0,737-724
160802,3.0,367.0,737-724
160806,3.0,17.0,737-724
160809,3.0,50.0,737-724
160815,3.0,6.0,737-724
160816,3.0,10.0,737-724
160817,3.0,20.0,737-724
160829,3.0,40.0,737-724
160830,3.0,45.0,737-724
160832,3.0,62.0,737-724
160833,3.0,7.0,737-724
160838,3.0,9.0,737-724
160839,3.0,110.0,737-724
160845,3.0,22.0,737-724
160851,3.0,47.0,737-724
160857,3.0,15.0,737-724
160858,3.0,84.0,737-724
160860,3.0,87.0,737-724
160861,3.0,16.0,737-724
160862,3.0,4.0,737-724
160864,3.0,13.0,737-724
160865,3.0,56.0,737-724
160867,3.0,59.0,737-724
160868,3.0,17.0,737-724
160869,3.0,110.0,737-724
160870,3.0,10.0,737-724
160872,3.0,5.0,737-724
160873,3.0,10.0,737-724
160874,3.0,33.0,737-724
160876,3.0,1.0,737-724
160877,3.0,180.0,737-724
160882,3.0,2.0,737-724
160883,3.0,4.0,737-724
160885,3.0,33.0,737-724
160889,3.0,9.0,737-724
160893,3.0,3.0,737-724
160894,3.0,14.0,737-724
160897,3.0,16.0,737-724
160899,3.0,2.0,737-724
160901,3.0,4.0,737-724
160904,2.0,40.0,737-724
160906,2.0,21.0,737-724
160913,2.0,15.0,737-724
160914,2.0,99.0,737-724
160916,2.0,2.0,737-724
160917,2.0,2.0,737-724
160919,2.0,6.0,737-724
160920,2.0,25.0,737-724
160923,2.0,71.0,737-724
160925,2.0,95.0,737-724
160927,2.0,59.0,737-724
160930,2.0,11.0,737-724
160933,2.0,7.0,737-724
160934,2.0,6.0,737-724
160936,2.0,62.0,737-724
160938,2.0,141.0,737-724
160939,2.0,5.0,737-724
160940,2.0,51.0,737-724
160941,2.0,78.0,737-724
160942,2.0,1.0,737-724
160943,2.0,22.0,737-724
160944,2.0,43.0,737-724
160945,2.0,100.0,737-724
160946,2.0,57.0,737-724
160957,2.0,3.0,737-724
160959,2.0,199.0,737-724
160960,2.0,83.0,737-724
160964,2.0,6.0,737-724
160967,2.0,15.0,737-724
160971,2.0,24.0,737-724
160973,2.0,9.0,737-724
160974,2.0,17.0,737-724
160977,2.0,15.0,737-724
160981,2.0,15.0,737-724
160982,2.0,13.0,737-724
160986,2.0,234.0,737-724
160993,2.0,32.0,737-724
160994,2.0,92.0,737-724
160995,2.0,53.0,737-724
160999,2.0,125.0,737-724
161002,2.0,69.0,737-724
161003,2.0,17.0,737-724
161006,2.0,27.0,737-724
161009,2.0,11.0,737-724
161013,2.0,7.0,737-724
161014,2.0,197.0,737-724
161016,2.0,79.0,737-724
161019,2.0,16.0,737-724
161020,2.0,22.0,737-724
161023,2.0,4.0,737-724
161029,2.0,7.0,737-724
161032,2.0,1.0,737-724
161033,2.0,24.0,737-724
161034,2.0,1.0,737-724
161035,2.0,221.0,737-724
161041,2.0,33.0,737-724
161042,2.0,18.0,737-724
161043,2.0,1.0,737-724
161044,2.0,50.0,737-724
161045,2.0,8.0,737-724
161048,2.0,31.0,737-724
161050,2.0,49.0,737-724
161051,2.0,41.0,737-724
161053,2.0,106.0,737-724
161055,2.0,5.0,737-724
161056,2.0,15.0,737-724
161057,2.0,40.0,737-724
161058,2.0,24.0,737-724
161062,2.0,3.0,737-724
161064,2.0,181.0,737-724
161071,2.0,10.0,737-724
161081,2.0,9.0,737-724
161083,2.0,79.0,737-724
161084,2.0,176.0,737-724
161093,2.0,34.0,737-724
161094,2.0,3.0,737-724
161095,2.0,63.0,737-724
161097,2.0,136.0,737-724
161102,2.0,5.0,737-724
161106,2.0,18.0,737-724
161108,2.0,41.0,737-724
161109,2.0,85.0,737-724
161110,2.0,91.0,737-724
161111,2.0,29.0,737-724
161114,2.0,15.0,737-724
161115,2.0,6.0,737-724
161117,2.0,7.0,737-724
161120,2.0,60.0,737-724
161121,2.0,30.0,737-724
161122,2.0,4.0,737-724
161123,2.0,7.0,737-724
161131,2.0,24.0,737-724
161132,2.0,13.0,737-724
161133,2.0,94.0,737-724
161135,2.0,5.0,737-724
161140,2.0,5.0,737-724
161142,2.0,9.0,737-724
161144,2.0,24.0,737-724
161145,2.0,4.0,737-724
161146,2.0,3.0,737-724
161152,2.0,8.0,737-724
161153,2.0,54.0,737-724
161154,2.0,29.0,737-724
161155,2.0,33.0,737-724
161158,2.0,24.0,737-724
161160,2.0,5.0,737-724
161161,2.0,48.0,737-724
161164,2.0,4.0,737-724
161167,2.0,29.0,737-724
161173,2.0,3.0,737-724
161174,2.0,2.0,737-724
161179,2.0,19.0,737-724
161182,2.0,5.0,737-724
161184,2.0,52.0,737-724
161185,2.0,11.0,737-724
161188,2.0,6.0,737-724
161190,2.0,9.0,737-724
161194,2.0,18.0,737-724
161195,2.0,57.0,737-724
161201,2.0,3.0,737-724
161206,2.0,25.0,737-724
161208,2.0,11.0,737-724
161213,2.0,59.0,737-724
161218,2.0,9.0,737-724
161220,2.0,7.0,737-724
161226,2.0,95.0,737-724
161228,2.0,9.0,737-724
161229,2.0,38.0,737-724
161234,2.0,1.0,737-724
161239,2.0,2.0,737-724
161246,2.0,41.0,737-724
161249,2.0,4.0,737-724
161251,2.0,32.0,737-724
161254,2.0,36.0,737-724
161263,2.0,3.0,737-724
161264,2.0,18.0,737-724
161274,2.0,9.0,737-724
161275,2.0,71.0,737-724
161279,2.0,67.0,737-724
161284,2.0,80.0,737-724
161288,2.0,46.0,737-724
161289,2.0,214.0,737-724
161290,2.0,5.0,737-724
161291,2.0,131.0,737-724
161292,2.0,117.0,737-724
161293,2.0,5.0,737-724
161299,2.0,236.0,737-724
161301,2.0,7.0,737-724
161302,2.0,32.0,737-724
161304,2.0,256.0,737-724
161308,2.0,423.0,737-724
161310,2.0,100.0,737-724
161311,2.0,76.0,737-724
161320,2.0,2.0,737-724
161321,2.0,3.0,737-724
161322,2.0,16.0,737-724
161326,2.0,64.0,737-724
161330,2.0,39.0,737-724
161338,2.0,24.0,737-724
161340,2.0,24.0,737-724
161343,2.0,6.0,737-724
161345,2.0,516.0,737-724
161351,2.0,24.0,737-724
161352,2.0,15.0,737-724
161359,2.0,285.0,737-724
161360,2.0,149.0,737-724
161361,2.0,42.0,737-724
161367,2.0,323.0,737-724
161368,2.0,404.0,737-724
161377,2.0,9.0,737-724
161379,2.0,7.0,737-724
161384,2.0,108.0,737-724
161385,2.0,67.0,737-724
161389,2.0,3.0,737-724
161396,2.0,37.0,737-724
161400,2.0,39.0,737-724
161405,2.0,38.0,737-724
161413,2.0,20.0,737-724
161414,2.0,70.0,737-724
161423,2.0,11.0,737-724
161426,2.0,62.0,737-724
161429,2.0,60.0,737-724
161430,2.0,68.0,737-724
161435,2.0,97.0,737-724
161441,2.0,45.0,737-724
161442,2.0,63.0,737-724
161443,2.0,31.0,737-724
161445,2.0,2.0,737-724
161446,2.0,17.0,737-724
161447,2.0,3.0,737-724
161450,2.0,73.0,737-724
161452,2.0,18.0,737-724
161453,2.0,13.0,737-724
161456,2.0,80.0,737-724
161460,2.0,154.0,737-724
161461,2.0,8.0,737-724
161464,2.0,142.0,737-724
161465,2.0,3.0,737-724
161467,2.0,2.0,737-724
161470,2.0,6.0,737-724
161471,2.0,1.0,737-724
161473,2.0,10.0,737-724
161476,2.0,35.0,737-724
161479,2.0,6.0,737-724
161486,2.0,11.0,737-724
161487,2.0,421.0,737-724
161491,2.0,35.0,737-724
161498,2.0,14.0,737-724
161502,2.0,54.0,737-724
161509,2.0,28.0,737-724
161510,2.0,34.0,737-724
161511,2.0,16.0,737-724
161512,2.0,35.0,737-724
161514,2.0,124.0,737-724
161515,2.0,2.0,737-724
161516,2.0,9.0,737-724
161518,2.0,2.0,737-724
161520,2.0,185.0,737-724
161522,2.0,3.0,737-724
161523,2.0,1.0,737-724
161526,2.0,2.0,737-724
161530,2.0,2.0,737-724
161531,2.0,186.0,737-724
161532,2.0,47.0,737-724
161533,2.0,5.0,737-724
161537,2.0,36.0,737-724
161538,2.0,10.0,737-724
161540,2.0,11.0,737-724
161542,2.0,4.0,737-724
161544,2.0,124.0,737-724
161547,2.0,7.0,737-724
161549,2.0,11.0,737-724
161551,2.0,66.0,737-724
161557,2.0,566.0,737-724
161558,2.0,12.0,737-724
161563,2.0,35.0,737-724
161578,2.0,10.0,737-724
161591,2.0,45.0,737-724
161592,2.0,187.0,737-724
161598,2.0,39.0,737-724
161600,2.0,6.0,737-724
161601,2.0,7.0,737-724
161602,2.0,10.0,737-724
161604,2.0,386.0,737-724
161606,2.0,8.0,737-724
161608,2.0,20.0,737-724
161613,2.0,541.0,737-724
161614,2.0,6.0,737-724
161615,2.0,10.0,737-724
161617,2.0,35.0,737-724
161619,2.0,13.0,737-724
161620,2.0,3.0,737-724
161626,2.0,16.0,737-724
161630,2.0,12.0,737-724
161644,2.0,15.0,737-724
161646,2.0,35.0,737-724
161651,2.0,51.0,737-724
161656,2.0,6.0,737-724
161657,2.0,5.0,737-724
161670,2.0,126.0,737-724
161679,2.0,8.0,737-724
161683,2.0,11.0,737-724
161689,2.0,4.0,737-724
161693,2.0,51.0,737-724
161697,2.0,33.0,737-724
161706,2.0,36.0,737-724
161708,2.0,33.0,737-724
161709,2.0,22.0,737-724
161710,2.0,8.0,737-724
161712,2.0,8.0,737-724
161713,2.0,8.0,737-724
161715,2.0,36.0,737-724
161724,2.0,4.0,737-724
161727,2.0,10.0,737-724
161730,2.0,3.0,737-724
161734,2.0,5.0,737-724
161742,2.0,9.0,737-724
161747,2.0,9.0,737-724
161748,2.0,25.0,737-724
161749,2.0,149.0,737-724
161750,2.0,2.0,737-724
161754,2.0,8.0,737-724
161756,2.0,4.0,737-724
161757,2.0,17.0,737-724
161758,2.0,22.0,737-724
161761,2.0,12.0,737-724
161762,2.0,45.0,737-724
161765,2.0,1.0,737-724
161773,2.0,14.0,737-724
161774,2.0,60.0,737-724
161776,2.0,2.0,737-724
161782,2.0,18.0,737-724
161783,2.0,19.0,737-724
161784,2.0,4.0,737-724
161786,2.0,27.0,737-724
161787,2.0,15.0,737-724
161800,2.0,8.0,737-724
161807,2.0,5.0,737-724
161808,2.0,45.0,737-724
161809,2.0,11.0,737-724
161810,2.0,29.0,737-724
161812,2.0,1.0,737-724
161814,2.0,38.0,737-724
161816,2.0,9.0,737-724
161819,2.0,34.0,737-724
161820,2.0,35.0,737-724
161824,1.0,26.0,737-824
161826,1.0,149.0,737-824
161828,1.0,92.0,737-824
161830,1.0,108.0,737-824
161831,1.0,45.0,737-824
161834,1.0,30.0,737-824
161836,1.0,9.0,737-824
161838,1.0,14.0,737-824
161841,1.0,61.0,737-824
161844,1.0,208.0,737-824
161845,1.0,30.0,737-824
161848,1.0,162.0,737-824
161851,1.0,12.0,737-824
161852,1.0,154.0,737-824
161855,1.0,67.0,737-824
161856,1.0,107.0,737-824
161858,1.0,18.0,737-824
161861,1.0,35.0,737-824
161863,1.0,104.0,737-824
161864,1.0,126.0,737-824
161872,1.0,24.0,737-824
161873,1.0,39.0,737-824
161880,1.0,20.0,737-824
161884,1.0,9.0,737-824
161885,1.0,8.0,737-824
161887,1.0,8.0,737-824
161889,1.0,18.0,737-824
161893,1.0,1.0,737-824
161895,1.0,1.0,737-824
161896,1.0,14.0,737-824
161900,1.0,75.0,737-824
161902,1.0,31.0,737-824
161905,1.0,116.0,737-824
161909,1.0,12.0,737-824
161910,1.0,29.0,737-824
161915,1.0,2.0,737-824
161916,1.0,51.0,737-824
161918,1.0,5.0,737-824
161919,1.0,52.0,737-824
161921,1.0,34.0,737-824
161924,1.0,17.0,737-824
161925,1.0,78.0,737-824
161926,1.0,4.0,737-824
161927,1.0,2.0,737-824
161930,1.0,16.0,737-824
161931,1.0,80.0,737-824
