,UniqueCarrier,Origin,Dest,Route,count,Description,lat1,long1,lat2,long2
3493,US,SAN,PIT,SANPIT,9085,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),32.73355611,-117.1896567,40.49146583,-80.23287083
3494,US,SAT,PIT,SATPIT,649,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),29.53369444,-98.46977778,40.49146583,-80.23287083
3495,US,SEA,PIT,SEAPIT,9685,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),47.44898194,-122.3093131,40.49146583,-80.23287083
3496,US,SFO,PIT,SFOPIT,12233,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),37.61900194,-122.3748433,40.49146583,-80.23287083
3497,US,SJU,PIT,SJUPIT,1891,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),18.43941667,-66.00183333,40.49146583,-80.23287083
3498,US,SNA,PIT,SNAPIT,5425,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.67565861,-117.8682225,40.49146583,-80.23287083
3499,US,SYR,PIT,SYRPIT,11697,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),43.11118694,-76.10631056,40.49146583,-80.23287083
3500,US,TPA,PIT,TPAPIT,17846,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),27.97547222,-82.53325,40.49146583,-80.23287083
3501,WN,TPA,PIT,TPAPIT,822,Southwest Airlines Co.,27.97547222,-82.53325,40.49146583,-80.23287083
3502,US,CRW,PIT,CRWPIT,7888,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),38.37315083,-81.59318972,40.49146583,-80.23287083
3503,US,TOL,PIT,TOLPIT,5762,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),41.58680556,-83.80783333,40.49146583,-80.23287083
3504,US,LWB,PIT,LWBPIT,4,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),37.85830556,-80.39947222,40.49146583,-80.23287083
3505,OH,CKB,PIT,CKBPIT,1,Comair Inc.,39.29663889,-80.22808333,40.49146583,-80.23287083
3506,US,ITH,PIT,ITHPIT,4001,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),42.49102778,-76.45844444,40.49146583,-80.23287083
3507,XE,ABE,CLE,ABECLE,4981,Expressjet Airlines Inc.,40.65236278,-75.44040167,41.41089417,-81.84939667
3508,XE,ALB,CLE,ALBCLE,5866,Expressjet Airlines Inc.,42.74811944,-73.80297861,41.41089417,-81.84939667
3509,CO,ATL,CLE,ATLCLE,7189,Continental Air Lines Inc.,33.64044444,-84.42694444,41.41089417,-81.84939667
3510,DL,ATL,CLE,ATLCLE,18005,Delta Air Lines Inc.,33.64044444,-84.42694444,41.41089417,-81.84939667
3511,EV,ATL,CLE,ATLCLE,3386,Atlantic Southeast Airlines,33.64044444,-84.42694444,41.41089417,-81.84939667
3512,OH,ATL,CLE,ATLCLE,560,Comair Inc.,33.64044444,-84.42694444,41.41089417,-81.84939667
3513,OO,ATL,CLE,ATLCLE,81,Skywest Airlines Inc.,33.64044444,-84.42694444,41.41089417,-81.84939667
3514,XE,ATL,CLE,ATLCLE,7155,Expressjet Airlines Inc.,33.64044444,-84.42694444,41.41089417,-81.84939667
3515,CO,AUS,CLE,AUSCLE,169,Continental Air Lines Inc.,30.19453278,-97.66987194,41.41089417,-81.84939667
3516,XE,AUS,CLE,AUSCLE,2537,Expressjet Airlines Inc.,30.19453278,-97.66987194,41.41089417,-81.84939667
3517,CO,BDL,CLE,BDLCLE,5989,Continental Air Lines Inc.,41.93887417,-72.68322833,41.41089417,-81.84939667
3518,XE,BDL,CLE,BDLCLE,5378,Expressjet Airlines Inc.,41.93887417,-72.68322833,41.41089417,-81.84939667
3519,XE,BHM,CLE,BHMCLE,413,Expressjet Airlines Inc.,33.56294306,-86.75354972,41.41089417,-81.84939667
3520,CO,BNA,CLE,BNACLE,1289,Continental Air Lines Inc.,36.12447667,-86.67818222,41.41089417,-81.84939667
3521,WN,BNA,CLE,BNACLE,14654,Southwest Airlines Co.,36.12447667,-86.67818222,41.41089417,-81.84939667
3522,XE,BNA,CLE,BNACLE,4033,Expressjet Airlines Inc.,36.12447667,-86.67818222,41.41089417,-81.84939667
3523,CO,BOS,CLE,BOSCLE,16307,Continental Air Lines Inc.,42.3643475,-71.00517917,41.41089417,-81.84939667
3524,XE,BOS,CLE,BOSCLE,1071,Expressjet Airlines Inc.,42.3643475,-71.00517917,41.41089417,-81.84939667
3525,XE,BTV,CLE,BTVCLE,2520,Expressjet Airlines Inc.,44.47300361,-73.1503125,41.41089417,-81.84939667
3526,CO,BUF,CLE,BUFCLE,291,Continental Air Lines Inc.,42.94052472,-78.73216667,41.41089417,-81.84939667
3527,XE,BUF,CLE,BUFCLE,6335,Expressjet Airlines Inc.,42.94052472,-78.73216667,41.41089417,-81.84939667
3528,CO,BWI,CLE,BWICLE,13909,Continental Air Lines Inc.,39.17540167,-76.66819833,41.41089417,-81.84939667
3529,US,BWI,CLE,BWICLE,6721,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.17540167,-76.66819833,41.41089417,-81.84939667
3530,WN,BWI,CLE,BWICLE,22746,Southwest Airlines Co.,39.17540167,-76.66819833,41.41089417,-81.84939667
3531,XE,BWI,CLE,BWICLE,2892,Expressjet Airlines Inc.,39.17540167,-76.66819833,41.41089417,-81.84939667
3532,OO,CHS,CLE,CHSCLE,1,Skywest Airlines Inc.,32.89864639,-80.04050583,41.41089417,-81.84939667
3533,US,CLT,CLE,CLTCLE,11965,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),35.21401111,-80.94312583,41.41089417,-81.84939667
3534,XE,CLT,CLE,CLTCLE,4435,Expressjet Airlines Inc.,35.21401111,-80.94312583,41.41089417,-81.84939667
3535,YV,CLT,CLE,CLTCLE,740,Mesa Airlines Inc.,35.21401111,-80.94312583,41.41089417,-81.84939667
3536,AA,CMH,CLE,CMHCLE,1,American Airlines Inc.,39.99798528,-82.89188278,41.41089417,-81.84939667
3537,CO,CMH,CLE,CMHCLE,2,Continental Air Lines Inc.,39.99798528,-82.89188278,41.41089417,-81.84939667
3538,XE,CMH,CLE,CMHCLE,5400,Expressjet Airlines Inc.,39.99798528,-82.89188278,41.41089417,-81.84939667
3539,AA,CVG,CLE,CVGCLE,1,American Airlines Inc.,39.04614278,-84.6621725,41.41089417,-81.84939667
3540,DH,CVG,CLE,CVGCLE,1556,Independence Air,39.04614278,-84.6621725,41.41089417,-81.84939667
3541,DL,CVG,CLE,CVGCLE,14731,Delta Air Lines Inc.,39.04614278,-84.6621725,41.41089417,-81.84939667
3542,EV,CVG,CLE,CVGCLE,378,Atlantic Southeast Airlines,39.04614278,-84.6621725,41.41089417,-81.84939667
3543,OH,CVG,CLE,CVGCLE,4966,Comair Inc.,39.04614278,-84.6621725,41.41089417,-81.84939667
3544,XE,CVG,CLE,CVGCLE,864,Expressjet Airlines Inc.,39.04614278,-84.6621725,41.41089417,-81.84939667
3545,XE,DAY,CLE,DAYCLE,5493,Expressjet Airlines Inc.,39.90237583,-84.219375,41.41089417,-81.84939667
3546,CO,DCA,CLE,DCACLE,10417,Continental Air Lines Inc.,38.85208333,-77.03772222,41.41089417,-81.84939667
3547,US,DCA,CLE,DCACLE,155,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),38.85208333,-77.03772222,41.41089417,-81.84939667
3548,XE,DCA,CLE,DCACLE,6925,Expressjet Airlines Inc.,38.85208333,-77.03772222,41.41089417,-81.84939667
3549,CO,DEN,CLE,DENCLE,7539,Continental Air Lines Inc.,39.85840806,-104.6670019,41.41089417,-81.84939667
3550,OO,DEN,CLE,DENCLE,1206,Skywest Airlines Inc.,39.85840806,-104.6670019,41.41089417,-81.84939667
3551,UA,DEN,CLE,DENCLE,7298,United Air Lines Inc.,39.85840806,-104.6670019,41.41089417,-81.84939667
3552,XE,DEN,CLE,DENCLE,1363,Expressjet Airlines Inc.,39.85840806,-104.6670019,41.41089417,-81.84939667
3553,AA,DFW,CLE,DFWCLE,10124,American Airlines Inc.,32.89595056,-97.0372,41.41089417,-81.84939667
3554,CO,DFW,CLE,DFWCLE,3686,Continental Air Lines Inc.,32.89595056,-97.0372,41.41089417,-81.84939667
3555,MQ,DFW,CLE,DFWCLE,6658,American Eagle Airlines Inc.,32.89595056,-97.0372,41.41089417,-81.84939667
3556,XE,DFW,CLE,DFWCLE,5110,Expressjet Airlines Inc.,32.89595056,-97.0372,41.41089417,-81.84939667
3557,9E,DTW,CLE,DTWCLE,675,Pinnacle Airlines Inc.,42.21205889,-83.34883583,41.41089417,-81.84939667
3558,AA,DTW,CLE,DTWCLE,1,American Airlines Inc.,42.21205889,-83.34883583,41.41089417,-81.84939667
3559,CO,DTW,CLE,DTWCLE,525,Continental Air Lines Inc.,42.21205889,-83.34883583,41.41089417,-81.84939667
3560,NW,DTW,CLE,DTWCLE,17657,Northwest Airlines Inc.,42.21205889,-83.34883583,41.41089417,-81.84939667
3561,XE,DTW,CLE,DTWCLE,3115,Expressjet Airlines Inc.,42.21205889,-83.34883583,41.41089417,-81.84939667
3562,XE,ERI,CLE,ERICLE,233,Expressjet Airlines Inc.,42.08202139,-80.17621556,41.41089417,-81.84939667
3563,CO,FLL,CLE,FLLCLE,8408,Continental Air Lines Inc.,26.07258333,-80.15275,41.41089417,-81.84939667
3564,XE,FLL,CLE,FLLCLE,7,Expressjet Airlines Inc.,26.07258333,-80.15275,41.41089417,-81.84939667
3565,XE,GRR,CLE,GRRCLE,6233,Expressjet Airlines Inc.,42.88081972,-85.52276778,41.41089417,-81.84939667
3566,CO,GSO,CLE,GSOCLE,880,Continental Air Lines Inc.,36.09774694,-79.9372975,41.41089417,-81.84939667
3567,XE,GSO,CLE,GSOCLE,4,Expressjet Airlines Inc.,36.09774694,-79.9372975,41.41089417,-81.84939667
3568,XE,GSP,CLE,GSPCLE,2650,Expressjet Airlines Inc.,34.89566722,-82.21885833,41.41089417,-81.84939667
3569,XE,HOU,CLE,HOUCLE,245,Expressjet Airlines Inc.,29.64541861,-95.27888889,41.41089417,-81.84939667
3570,XE,HPN,CLE,HPNCLE,4272,Expressjet Airlines Inc.,41.06695778,-73.70757444,41.41089417,-81.84939667
3571,DH,IAD,CLE,IADCLE,4607,Independence Air,38.94453194,-77.45580972,41.41089417,-81.84939667
3572,XE,IAD,CLE,IADCLE,4642,Expressjet Airlines Inc.,38.94453194,-77.45580972,41.41089417,-81.84939667
3573,YV,IAD,CLE,IADCLE,2788,Mesa Airlines Inc.,38.94453194,-77.45580972,41.41089417,-81.84939667
3574,CO,IAH,CLE,IAHCLE,28717,Continental Air Lines Inc.,29.98047222,-95.33972222,41.41089417,-81.84939667
3575,CO,IND,CLE,INDCLE,2978,Continental Air Lines Inc.,39.71732917,-86.29438417,41.41089417,-81.84939667
3576,XE,IND,CLE,INDCLE,7549,Expressjet Airlines Inc.,39.71732917,-86.29438417,41.41089417,-81.84939667
3577,CO,JAX,CLE,JAXCLE,113,Continental Air Lines Inc.,30.49405556,-81.68786111,41.41089417,-81.84939667
3578,XE,JAX,CLE,JAXCLE,380,Expressjet Airlines Inc.,30.49405556,-81.68786111,41.41089417,-81.84939667
3579,XE,LEX,CLE,LEXCLE,2397,Expressjet Airlines Inc.,38.03697222,-84.60538889,41.41089417,-81.84939667
3580,CO,LGA,CLE,LGACLE,17321,Continental Air Lines Inc.,40.77724306,-73.87260917,41.41089417,-81.84939667
3581,MQ,LGA,CLE,LGACLE,8319,American Eagle Airlines Inc.,40.77724306,-73.87260917,41.41089417,-81.84939667
3582,XE,LGA,CLE,LGACLE,6785,Expressjet Airlines Inc.,40.77724306,-73.87260917,41.41089417,-81.84939667
3583,CO,MCI,CLE,MCICLE,3043,Continental Air Lines Inc.,39.29760528,-94.71390556,41.41089417,-81.84939667
3584,XE,MCI,CLE,MCICLE,6006,Expressjet Airlines Inc.,39.29760528,-94.71390556,41.41089417,-81.84939667
3585,OH,MDT,CLE,MDTCLE,1,Comair Inc.,40.19349528,-76.76340361,41.41089417,-81.84939667
3586,XE,MDT,CLE,MDTCLE,3872,Expressjet Airlines Inc.,40.19349528,-76.76340361,41.41089417,-81.84939667
3587,CO,MDW,CLE,MDWCLE,7812,Continental Air Lines Inc.,41.7859825,-87.75242444,41.41089417,-81.84939667
3588,WN,MDW,CLE,MDWCLE,32800,Southwest Airlines Co.,41.7859825,-87.75242444,41.41089417,-81.84939667
3589,XE,MDW,CLE,MDWCLE,6654,Expressjet Airlines Inc.,41.7859825,-87.75242444,41.41089417,-81.84939667
3590,9E,MEM,CLE,MEMCLE,949,Pinnacle Airlines Inc.,35.04241667,-89.97666667,41.41089417,-81.84939667
3591,CO,MEM,CLE,MEMCLE,2,Continental Air Lines Inc.,35.04241667,-89.97666667,41.41089417,-81.84939667
3592,NW,MEM,CLE,MEMCLE,2708,Northwest Airlines Inc.,35.04241667,-89.97666667,41.41089417,-81.84939667
3593,XE,MEM,CLE,MEMCLE,2188,Expressjet Airlines Inc.,35.04241667,-89.97666667,41.41089417,-81.84939667
3594,CO,MHT,CLE,MHTCLE,323,Continental Air Lines Inc.,42.93451639,-71.43705583,41.41089417,-81.84939667
3595,XE,MHT,CLE,MHTCLE,5884,Expressjet Airlines Inc.,42.93451639,-71.43705583,41.41089417,-81.84939667
3596,CO,MKE,CLE,MKECLE,723,Continental Air Lines Inc.,42.94722222,-87.89658333,41.41089417,-81.84939667
3597,XE,MKE,CLE,MKECLE,7090,Expressjet Airlines Inc.,42.94722222,-87.89658333,41.41089417,-81.84939667
3598,XE,MSN,CLE,MSNCLE,3344,Expressjet Airlines Inc.,43.13985778,-89.33751361,41.41089417,-81.84939667
3599,9E,MSP,CLE,MSPCLE,815,Pinnacle Airlines Inc.,44.88054694,-93.2169225,41.41089417,-81.84939667
3600,CO,MSP,CLE,MSPCLE,1190,Continental Air Lines Inc.,44.88054694,-93.2169225,41.41089417,-81.84939667
3601,NW,MSP,CLE,MSPCLE,16738,Northwest Airlines Inc.,44.88054694,-93.2169225,41.41089417,-81.84939667
3602,XE,MSP,CLE,MSPCLE,5984,Expressjet Airlines Inc.,44.88054694,-93.2169225,41.41089417,-81.84939667
3603,CO,MYR,CLE,MYRCLE,17,Continental Air Lines Inc.,33.67975,-78.92833333,41.41089417,-81.84939667
3604,XE,MYR,CLE,MYRCLE,87,Expressjet Airlines Inc.,33.67975,-78.92833333,41.41089417,-81.84939667
3605,XE,OKC,CLE,OKCCLE,120,Expressjet Airlines Inc.,35.39308833,-97.60073389,41.41089417,-81.84939667
3606,CO,ORF,CLE,ORFCLE,72,Continental Air Lines Inc.,36.89461111,-76.20122222,41.41089417,-81.84939667
3607,XE,ORF,CLE,ORFCLE,3686,Expressjet Airlines Inc.,36.89461111,-76.20122222,41.41089417,-81.84939667
3608,CO,PHL,CLE,PHLCLE,9196,Continental Air Lines Inc.,39.87195278,-75.24114083,41.41089417,-81.84939667
3609,US,PHL,CLE,PHLCLE,8332,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.87195278,-75.24114083,41.41089417,-81.84939667
3610,XE,PHL,CLE,PHLCLE,5617,Expressjet Airlines Inc.,39.87195278,-75.24114083,41.41089417,-81.84939667
3611,AA,PIT,CLE,PITCLE,1,American Airlines Inc.,40.49146583,-80.23287083,41.41089417,-81.84939667
3612,US,PIT,CLE,PITCLE,4873,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40.49146583,-80.23287083,41.41089417,-81.84939667
3613,XE,PWM,CLE,PWMCLE,884,Expressjet Airlines Inc.,43.64616667,-70.30875,41.41089417,-81.84939667
3614,CO,RDU,CLE,RDUCLE,113,Continental Air Lines Inc.,35.87763889,-78.78747222,41.41089417,-81.84939667
3615,XE,RDU,CLE,RDUCLE,5865,Expressjet Airlines Inc.,35.87763889,-78.78747222,41.41089417,-81.84939667
3616,XE,RIC,CLE,RICCLE,4706,Expressjet Airlines Inc.,37.50516667,-77.31966667,41.41089417,-81.84939667
3617,XE,ROC,CLE,ROCCLE,4609,Expressjet Airlines Inc.,43.11886611,-77.67238389,41.41089417,-81.84939667
3618,CO,RSW,CLE,RSWCLE,7185,Continental Air Lines Inc.,26.53616667,-81.75516667,41.41089417,-81.84939667
3619,XE,RSW,CLE,RSWCLE,231,Expressjet Airlines Inc.,26.53616667,-81.75516667,41.41089417,-81.84939667
3620,OO,SAV,CLE,SAVCLE,1,Skywest Airlines Inc.,32.12758333,-81.20213889,41.41089417,-81.84939667
3621,XE,SBN,CLE,SBNCLE,170,Expressjet Airlines Inc.,41.70895361,-86.31847417,41.41089417,-81.84939667
3622,CO,SDF,CLE,SDFCLE,248,Continental Air Lines Inc.,38.17438889,-85.736,41.41089417,-81.84939667
3623,XE,SDF,CLE,SDFCLE,5177,Expressjet Airlines Inc.,38.17438889,-85.736,41.41089417,-81.84939667
3624,CO,SLC,CLE,SLCCLE,229,Continental Air Lines Inc.,40.78838778,-111.9777731,41.41089417,-81.84939667
3625,DL,SLC,CLE,SLCCLE,432,Delta Air Lines Inc.,40.78838778,-111.9777731,41.41089417,-81.84939667
3626,OO,SLC,CLE,SLCCLE,104,Skywest Airlines Inc.,40.78838778,-111.9777731,41.41089417,-81.84939667
3627,CO,SRQ,CLE,SRQCLE,512,Continental Air Lines Inc.,27.39533333,-82.55411111,41.41089417,-81.84939667
3628,XE,SRQ,CLE,SRQCLE,555,Expressjet Airlines Inc.,27.39533333,-82.55411111,41.41089417,-81.84939667
3629,AA,STL,CLE,STLCLE,2930,American Airlines Inc.,38.74768694,-90.35998972,41.41089417,-81.84939667
3630,CO,STL,CLE,STLCLE,1104,Continental Air Lines Inc.,38.74768694,-90.35998972,41.41089417,-81.84939667
3631,TW,STL,CLE,STLCLE,10929,Trans World Airways LLC,38.74768694,-90.35998972,41.41089417,-81.84939667
3632,WN,STL,CLE,STLCLE,13116,Southwest Airlines Co.,38.74768694,-90.35998972,41.41089417,-81.84939667
3633,XE,STL,CLE,STLCLE,5122,Expressjet Airlines Inc.,38.74768694,-90.35998972,41.41089417,-81.84939667
3634,XE,TYS,CLE,TYSCLE,2238,Expressjet Airlines Inc.,35.81248722,-83.99285583,41.41089417,-81.84939667
3635,XE,XNA,CLE,XNACLE,333,Expressjet Airlines Inc.,36.28186944,-94.30681111,41.41089417,-81.84939667
3636,XE,ABQ,CLE,ABQCLE,38,Expressjet Airlines Inc.,35.04022222,-106.6091944,41.41089417,-81.84939667
3637,CO,EWR,CLE,EWRCLE,27796,Continental Air Lines Inc.,40.69249722,-74.16866056,41.41089417,-81.84939667
3638,XE,EWR,CLE,EWRCLE,1,Expressjet Airlines Inc.,40.69249722,-74.16866056,41.41089417,-81.84939667
3639,XE,ISP,CLE,ISPCLE,1592,Expressjet Airlines Inc.,40.7952425,-73.10021194,41.41089417,-81.84939667
3640,EV,JFK,CLE,JFKCLE,1,Atlantic Southeast Airlines,40.63975111,-73.77892556,41.41089417,-81.84939667
3641,MQ,JFK,CLE,JFKCLE,2693,American Eagle Airlines Inc.,40.63975111,-73.77892556,41.41089417,-81.84939667
3642,OH,JFK,CLE,JFKCLE,1088,Comair Inc.,40.63975111,-73.77892556,41.41089417,-81.84939667
3643,TW,JFK,CLE,JFKCLE,2087,Trans World Airways LLC,40.63975111,-73.77892556,41.41089417,-81.84939667
3644,XE,JFK,CLE,JFKCLE,1624,Expressjet Airlines Inc.,40.63975111,-73.77892556,41.41089417,-81.84939667
3645,CO,LAS,CLE,LASCLE,13839,Continental Air Lines Inc.,36.08036111,-115.1523333,41.41089417,-81.84939667
3646,HP,LAS,CLE,LASCLE,1076,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),36.08036111,-115.1523333,41.41089417,-81.84939667
3647,US,LAS,CLE,LASCLE,498,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),36.08036111,-115.1523333,41.41089417,-81.84939667
3648,WN,LAS,CLE,LASCLE,1429,Southwest Airlines Co.,36.08036111,-115.1523333,41.41089417,-81.84939667
3649,CO,LAX,CLE,LAXCLE,13787,Continental Air Lines Inc.,33.94253611,-118.4080744,41.41089417,-81.84939667
3650,CO,MCO,CLE,MCOCLE,14718,Continental Air Lines Inc.,28.42888889,-81.31602778,41.41089417,-81.84939667
3651,DL,MCO,CLE,MCOCLE,1029,Delta Air Lines Inc.,28.42888889,-81.31602778,41.41089417,-81.84939667
3652,WN,MCO,CLE,MCOCLE,639,Southwest Airlines Co.,28.42888889,-81.31602778,41.41089417,-81.84939667
3653,XE,MCO,CLE,MCOCLE,145,Expressjet Airlines Inc.,28.42888889,-81.31602778,41.41089417,-81.84939667
3654,AA,MIA,CLE,MIACLE,3267,American Airlines Inc.,25.79325,-80.29055556,41.41089417,-81.84939667
3655,CO,MIA,CLE,MIACLE,3053,Continental Air Lines Inc.,25.79325,-80.29055556,41.41089417,-81.84939667
3656,MQ,MIA,CLE,MIACLE,1666,American Eagle Airlines Inc.,25.79325,-80.29055556,41.41089417,-81.84939667
3657,XE,MIA,CLE,MIACLE,1274,Expressjet Airlines Inc.,25.79325,-80.29055556,41.41089417,-81.84939667
3658,CO,MSY,CLE,MSYCLE,2605,Continental Air Lines Inc.,29.99338889,-90.25802778,41.41089417,-81.84939667
3659,XE,MSY,CLE,MSYCLE,2087,Expressjet Airlines Inc.,29.99338889,-90.25802778,41.41089417,-81.84939667
3660,CO,MTJ,CLE,MTJCLE,18,Continental Air Lines Inc.,38.50886722,-107.8938333,41.41089417,-81.84939667
3661,AA,ORD,CLE,ORDCLE,927,American Airlines Inc.,41.979595,-87.90446417,41.41089417,-81.84939667
3662,CO,ORD,CLE,ORDCLE,7770,Continental Air Lines Inc.,41.979595,-87.90446417,41.41089417,-81.84939667
3663,DH,ORD,CLE,ORDCLE,415,Independence Air,41.979595,-87.90446417,41.41089417,-81.84939667
3664,MQ,ORD,CLE,ORDCLE,16851,American Eagle Airlines Inc.,41.979595,-87.90446417,41.41089417,-81.84939667
3665,OO,ORD,CLE,ORDCLE,3617,Skywest Airlines Inc.,41.979595,-87.90446417,41.41089417,-81.84939667
3666,UA,ORD,CLE,ORDCLE,22770,United Air Lines Inc.,41.979595,-87.90446417,41.41089417,-81.84939667
3667,XE,ORD,CLE,ORDCLE,9867,Expressjet Airlines Inc.,41.979595,-87.90446417,41.41089417,-81.84939667
3668,YV,ORD,CLE,ORDCLE,415,Mesa Airlines Inc.,41.979595,-87.90446417,41.41089417,-81.84939667
3669,CO,PBI,CLE,PBICLE,2000,Continental Air Lines Inc.,26.68316194,-80.09559417,41.41089417,-81.84939667
3670,XE,PBI,CLE,PBICLE,1051,Expressjet Airlines Inc.,26.68316194,-80.09559417,41.41089417,-81.84939667
3671,CO,PDX,CLE,PDXCLE,3,Continental Air Lines Inc.,45.58872222,-122.5975,41.41089417,-81.84939667
3672,CO,PHX,CLE,PHXCLE,9093,Continental Air Lines Inc.,33.43416667,-112.0080556,41.41089417,-81.84939667
3673,HP,PHX,CLE,PHXCLE,4968,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),33.43416667,-112.0080556,41.41089417,-81.84939667
3674,US,PHX,CLE,PHXCLE,954,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.43416667,-112.0080556,41.41089417,-81.84939667
3675,WN,PHX,CLE,PHXCLE,1261,Southwest Airlines Co.,33.43416667,-112.0080556,41.41089417,-81.84939667
